dataset,method,seed,head,m,documents,kernel_nmse,output_nmse,negative_kernel_fraction,nonpositive_denominator_fraction,invalid_output_rows,row_l1,denominator_nmse,near_cancellation_fraction
official,galerkin,,"[14, 0]",64,20,0.6463525984413641,1.9346492867979632,0.19200057983398439,0.000390625,0,0.22954880602194289,0.5775989808559356,0.0
official,galerkin,,"[14, 6]",64,20,0.9945230208800852,0.5017696239704293,0.27039051055908203,9.765625e-05,0,0.42478521585460227,0.9363599137303336,0.0
official,galerkin,,"[27, 0]",64,20,0.6107325864819979,0.29119163245755875,0.20026931762695313,9.765625e-05,0,0.7340590322363786,0.12290762833478944,0.0
official,galerkin,,"[27, 6]",64,20,0.5012194902662516,1.5264135561161563,0.19471149444580077,0.00087890625,0,0.8467623832867203,0.15553942707828178,0.0
official,favor_plus,pooled_5_blocks,"[14, 0]",640,20,0.9999770382113539,1.320260717560901,0.0,0.0,0,0.31110732362569393,0.9999854720405078,0.0
official,favor_plus,pooled_5_blocks,"[14, 6]",640,20,1.2932782571439456,1.070901097801493,0.0,0.0,0,0.7850290574554073,2.4199556644705598,0.0
official,favor_plus,pooled_5_blocks,"[27, 0]",640,20,1.0013071470915698,0.8678827358994953,0.0,0.0,0,1.4686773649951361,0.9999915447649127,0.0
official,favor_plus,pooled_5_blocks,"[27, 6]",640,20,1.000033202342239,3.5462360853971617,0.0,0.0,0,1.552500619374635,0.9999640063331339,0.0
official,centered_favor_plus,pooled_5_blocks,"[14, 0]",640,20,1.0634753456846329,1.1485109969338667,0.0,0.0,0,0.2631829078349694,1.015406540554134,0.0
official,centered_favor_plus,pooled_5_blocks,"[14, 6]",640,20,1.3601409915179457,1.3411268116168964,0.0,0.0,0,0.9017680203402243,1.3452962782347078,0.0
official,centered_favor_plus,pooled_5_blocks,"[27, 0]",640,20,10.162627765385501,0.6889131296166473,0.0,0.0,0,1.0749509033922826,2.03112701615206,0.0
official,centered_favor_plus,pooled_5_blocks,"[27, 6]",640,20,20.471719836954986,0.9333459863074253,0.0,0.0,0,1.094723260650873,3.1494175217423677,0.0
official,sderf,pooled_5_blocks,"[14, 0]",640,20,2.5487436709882356,2.6522210500446946,0.0,0.0,0,0.5834704336631694,1.904070231778662,0.0
official,sderf,pooled_5_blocks,"[14, 6]",640,20,7.801294155212529,2.7635836963123435,0.0,0.0,0,1.3943627794507258,12.421703755530533,0.0
official,sderf,pooled_5_blocks,"[27, 0]",640,20,10.607172384196666,0.6432025262576724,0.0,0.0,0,1.2048661666710285,2.8284880080999693,0.0
official,sderf,pooled_5_blocks,"[27, 6]",640,20,152.06667031683605,1.2967494261674082,0.0,0.0,0,1.2996859494141275,9.811760221719076,0.0
official,aderf,pooled_5_blocks,"[14, 0]",640,20,414.0989665113298,1.3113406618002954,0.0,0.0,0,0.33974175972012705,223.93687175470617,0.0
official,aderf,pooled_5_blocks,"[14, 6]",640,20,1.31097186610456,0.8674752414221927,0.0,0.0,0,0.7237578302804464,1.1673844395706134,0.0
official,aderf,pooled_5_blocks,"[27, 0]",640,20,1.6342635870061542,0.6520867524652798,0.0,0.0,0,1.2719329717972818,1.0415444235994207,0.0
official,aderf,pooled_5_blocks,"[27, 6]",640,20,938.1676885494429,1.9828810355600992,0.0,0.0,0,1.3905765168569766,63.66542634528514,0.0
