dataset,n,head,method,seed,m,log_nmse,nmse,log_cross_over_energy,log_prediction_energy_ratio
internal,131072,"[14, 0]",aderf,1083,16,0.02472909810508115,1.025037398334822,-5.790692886286108,-3.46896907627303
internal,131072,"[14, 0]",aderf,1083,32,0.727404556619391,2.069701836614006,-4.06085202358442,0.09909436910232472
internal,131072,"[14, 0]",aderf,1083,64,2.130064869432605,8.415412696781079,-4.531719692250007,2.006459070783073
internal,131072,"[14, 0]",aderf,1083,128,3.0120790335263883,20.32962198517952,-2.762953919181836,2.968146878900292
internal,131072,"[14, 0]",aderf,1120,16,2.1119601860320096,8.26442522856986,-3.6835609930531508,1.9898849091868698
internal,131072,"[14, 0]",aderf,1120,32,2.922414663828722,18.58611253287545,-3.301802584470142,2.8712878132717883
internal,131072,"[14, 0]",aderf,1120,64,9.128542652738256,9214.58333139577,-0.5035860786892634,9.128565303422004
internal,131072,"[14, 0]",aderf,1120,128,7.742637633436189,2304.5429131292276,-1.1415237570849897,7.742480828286013
internal,131072,"[14, 0]",aderf,1157,16,0.39193181284107753,1.4798368020947643,-6.121946989348459,-0.72520527050699
internal,131072,"[14, 0]",aderf,1157,32,15.53400946118827,5576151.835241165,-2.18069440480523,15.53400932236961
internal,131072,"[14, 0]",aderf,1157,64,14.147715774480572,1394038.8989668034,-2.873061230971331,14.147715138236464
internal,131072,"[14, 0]",aderf,1157,128,12.762864174862878,349012.9040522853,-2.4019938694968967,12.762861828455499
internal,131072,"[14, 6]",favor_plus,1009,16,0.1525840402821158,1.1648403514929897,-7.177140060123557,-1.79355277587217
internal,131072,"[14, 6]",favor_plus,1009,32,0.04001500304199555,1.0408263896372822,-7.866940733283557,-3.179828217301358
internal,131072,"[14, 6]",favor_plus,1009,64,0.10074614158848968,1.1059958397759357,-5.834552290361523,-2.190638571615594
internal,131072,"[14, 6]",favor_plus,1009,128,0.024543698121942823,1.0248473740342499,-6.257976319629408,-3.551638636283588
internal,131072,"[14, 6]",favor_plus,1046,16,-0.0008025591641061449,0.9991977628003622,-7.0881788682905675,-7.049784677626649
internal,131072,"[14, 6]",favor_plus,1046,32,-0.000656362023323032,0.9993438533351096,-7.72819640282135,-8.402400578139465
internal,131072,"[14, 6]",favor_plus,1046,64,7.22336779253185,1371.0988704461106,-2.840866656079365,7.2227233937023225
internal,131072,"[14, 6]",favor_plus,1046,128,5.839957317244183,343.7646675284612,-3.449608455036863,5.837229399405251
