dataset,samples_per_marginal,pairs_per_head,head,m,signed_floor_lower,signed_floor_upper,compression_residual_fraction,positive_nmse,partition_projection_nmse,mean_estimation_gap,positive_idiv_per_mass,train_galerkin_signed_nmse,train_anchor_nystrom_signed_nmse,log_raw_second_moment
internal,8192,67108864,L14H6,128,0.00019305143099591427,0.1819937805121917,0.1818007290811958,0.3011596209773031,0.2983573908525837,0.002802230124719199,0.7906439790293618,0.2816924840113838,0.33908338665018667,-2.1379768190931987
internal,8192,67108864,L27H0,16,0.0010272244101794423,0.1973255057223396,0.19629828131216015,0.9852505727293556,0.9692628738167569,0.01598769891259875,1.1613703405078362,0.8922253932962794,0.88723526449747,15.85082741357506
internal,8192,67108864,L27H0,32,0.00045512534505383855,0.1967534066572139,0.19629828131216004,0.9845821516671451,0.9638330121003165,0.020749139566828622,1.062085965657247,0.8802091180611977,0.7786731021152339,15.85082741357506
internal,8192,67108864,L27H0,64,0.00014446851012966654,0.1964427498222897,0.19629828131216004,0.9844112591333133,0.9635000468503673,0.02091121228294605,0.9548290544231463,0.8714491555707532,0.7482579522715475,15.85082741357506
internal,8192,67108864,L27H0,128,2.163568572178305e-05,0.19631991699788187,0.1962982813121601,0.9842448572494369,0.9631771413548066,0.02106771589463027,0.8864677147583923,0.8687220491854158,0.7317460747597285,15.85082741357506
internal,8192,67108864,L27H6,16,0.009568240845159365,0.37103073901615136,0.36146249817099196,0.6943699895351998,0.6604211863143497,0.03394880322085005,0.9978279151714803,0.4634267366015937,0.5081733565867755,18.366941143797337
internal,8192,67108864,L27H6,32,0.0035871886364551376,0.3650496868074471,0.36146249817099196,0.6850460121412364,0.6369011748007171,0.04814483734051941,0.8318012656140091,0.44735405823488844,0.49660968779483405,18.366941143797337
internal,8192,67108864,L27H6,64,0.0010293735880784658,0.3624918717590704,0.3614624981709919,0.6801364183599649,0.6288339032755123,0.051302515084452514,0.7711290376601254,0.43676339592679986,0.48651552567983003,18.366941143797337
internal,8192,67108864,L27H6,128,0.0001334907325815418,0.3615959889035736,0.361462498170992,0.6778177413913226,0.61039759540733,0.06742014598399258,0.7044481509006247,0.4339770434328325,0.4923959638626525,18.366941143797337
internal,32768,1073741824,L14H0,16,0.0008347023185217927,0.1823536603878931,0.18151895806937132,0.3023772706814359,0.3007751475886743,0.0016021230927617577,0.5154223731525891,0.19165576191372696,0.22785304922575408,0.23770122531232296
